84,ニキシマスポーツセンター,139.5179199,35.6586654,ゴルフ場,,,,
43,スタジアム通り,139.5233493,35.66137244,名所・史跡,,,,
37,東宝調布スポーツパーク,139.5255367,35.6491784,テーマパーク,,,,
34,京王閣競輪場,139.5352392,35.6433184,名所・史跡,,,,
