27,調布市花火大会,139.5409511,35.63959406,祭り・イベント,花火がすごい！,./data/plan/img/1202131_20203147_7138.jpg,0,
33,多摩川原橋,139.5264198,35.64452196,名所・史跡,花火がよく見える！,,0,
