no,name,address,latitude,longitude,category,reviews,url
1,大阪市中央公会堂,大阪府大阪市北区中之島1-1-27,34.693508,135.504532,名所・史跡,268,https://4travel.jp/dm_shisetsu/10005111
2,梅田スカイビル 空中庭園展望台,大阪府大阪市北区大淀中1-1-88 梅田スカイビル40F,34.704918,135.491028,名所・史跡,276,https://4travel.jp/dm_shisetsu/10005118
